name,ra_Deg,dec_Deg,OBS_ID,PN_EXPIDSTR,PN_OBS_MODE,PN_DATE_OBS,GTI,photon_counts_0.3to10keV,photon_index_2to10keV,flux_0.3to10keV,luminosity_1d44_0.3to10keV
NGC 3227,155.877412,19.86505,0782520401,S005,PrimeSmallWindow,2016-11-29,82400.0,664867.6967299032,1.52538,4.592295303E-11,0.01504314095
NGC 3227,155.877412,19.86505,0782520501,S005,PrimeSmallWindow,2016-12-01,65900.0,625615.5228891956,1.56523,5.370768919E-11,0.01759209187
NGC 3227,155.877412,19.86505,0782520601,S005,PrimeSmallWindow,2016-12-05,85000.0,1002946.8723839582,1.63464,6.271539472E-11,0.02054766367
NGC 3227,155.877412,19.86505,0782520701,U002,PrimeSmallWindow,2016-12-09,80000.0,694166.4014659206,1.45046,5.344220204E-11,0.01749724876
NGC 3516,166.697876,72.568577,0107460601,S003,PrimeSmallWindow,2001-04-10,113800.0,432704.31480358704,1.16276,3.193185368E-11,0.05493993031
NGC 3516,166.697876,72.568577,0107460701,S003,PrimeSmallWindow,2001-11-09,110000.0,255663.33879123916,1.0,1.671673206E-11,0.02876983687
NGC 3516,166.697876,72.568577,0401210401,S003,PrimeSmallWindow,2006-10-06,51000.0,895584.5129387821,1.62234,8.511099523E-11,0.1469739734
NGC 3516,166.697876,72.568577,0401210501,S027,PrimeSmallWindow,2006-10-08,60000.0,969628.7428681013,1.57535,7.641137315E-11,0.1319600895
NGC 3516,166.697876,72.568577,0401210601,S027,PrimeSmallWindow,2006-10-10,60000.0,521645.3541677612,1.39032,5.154290524E-11,0.08882436382
NGC 3516,166.697876,72.568577,0401211001,S027,PrimeSmallWindow,2006-10-12,31000.0,499827.429834759,1.63958,7.454966334E-11,0.1287525723
NGC 3783,174.757342,-37.73867,0112210101,S003,PrimeSmallWindow,2000-12-28,37100.0,431338.3777781117,1.49225,7.323228557E-11,0.1531645462
NGC 3783,174.757342,-37.73867,0112210201,S003,PrimeSmallWindow,2001-12-17,55000.0,425032.92626653874,1.37168,5.31075345E-11,0.1109874867
NGC 3783,174.757342,-37.73867,0112210201_1,U002,PrimeSmallWindow,2001-12-18,67000.0,632072.2747119546,1.4585,5.992132467E-11,0.1253134817
NGC 3783,174.757342,-37.73867,0112210501,S003,PrimeSmallWindow,2001-12-19,136400.0,1603907.6124843238,1.47072,7.540432029E-11,0.1576927842
NGC 3783,174.757342,-37.73867,0780860901,S003,PrimeSmallWindow,2016-12-11,56300.0,153016.25223235838,1.0,2.931854689E-11,0.06100864708
NGC 3783,174.757342,-37.73867,0780861001,S003,PrimeSmallWindow,2016-12-21,31400.0,110334.4145136083,1.0,3.23961032E-11,0.06746560685
NGC 4051,180.79006,44.531334,0109141401,U002,PrimeSmallWindow,2001-05-16,100000.0,1761847.985653414,1.87253,6.264547617E-11,0.007541408671
NGC 4051,180.79006,44.531334,0157560101,S003,PrimeLargeWindow,2002-11-22,33000.0,59235.66724033726,1.13994,1.247804932E-11,0.001501223123
NGC 4051,180.79006,44.531334,0606320101,S003,PrimeSmallWindow,2009-05-03,45200.0,329924.32546895393,1.47109,3.167869508E-11,0.003809803319
NGC 4051,180.79006,44.531334,0606320201,S003,PrimeSmallWindow,2009-05-05,43000.0,494346.35216968355,1.64056,4.440927881E-11,0.005343024722
NGC 4051,180.79006,44.531334,0606320301,S003,PrimeSmallWindow,2009-05-09,30000.0,404741.3369644435,1.62985,5.197922598E-11,0.006254256837
NGC 4051,180.79006,44.531334,0606320401,S003,PrimeSmallWindow,2009-05-11,28000.0,87918.0265764632,1.0,1.661657442E-11,0.001997239375
NGC 4051,180.79006,44.531334,0606321301,U002,PrimeSmallWindow,2009-05-15,30000.0,497995.4537074437,1.76033,5.530303511E-11,0.006658326418
NGC 4051,180.79006,44.531334,0606321401,S003,PrimeSmallWindow,2009-05-17,35000.0,374501.101592344,1.62267,3.845274701E-11,0.004628094881
NGC 4051,180.79006,44.531334,0606321501,S003,PrimeSmallWindow,2009-05-19,38000.0,389110.4445432813,1.57161,3.915540033E-11,0.004711599553
NGC 4051,180.79006,44.531334,0606321601,S003,PrimeSmallWindow,2009-05-21,41400.0,849543.185889071,1.81291,7.381011954E-11,0.008884038538
NGC 4051,180.79006,44.531334,0606321701,U002,PrimeSmallWindow,2009-05-27,38000.0,170250.69290941485,1.40053,2.098004059E-11,0.002522720467
NGC 4051,180.79006,44.531334,0606321801,S003,PrimeSmallWindow,2009-05-29,39000.0,273541.5661101865,1.26065,3.529893021E-11,0.004242889121
NGC 4051,180.79006,44.531334,0606321901,U002,PrimeSmallWindow,2009-06-02,17000.0,59202.781033649764,1.01853,1.457292351E-11,0.001752664059
NGC 4051,180.79006,44.531334,0606322001,U002,PrimeSmallWindow,2009-06-04,36500.0,248267.56936532253,1.32842,3.000428413E-11,0.003608489973
NGC 4051,180.79006,44.531334,0606322101,S003,PrimeSmallWindow,2009-06-08,37000.0,74136.97351502319,1.0,8.678197065E-12,0.001043735043
NGC 4051,180.79006,44.531334,0606322201,S003,PrimeSmallWindow,2009-06-10,33000.0,187923.81362804098,1.28552,2.562255815E-11,0.003081465459
NGC 4051,180.79006,44.531334,0606322301,S003,PrimeSmallWindow,2009-06-16,42000.0,316721.25826562266,1.34206,2.927136359E-11,0.003522308853
NGC 4051,180.79006,44.531334,0830430201,U002,PrimeSmallWindow,2018-11-07,76200.0,794039.9054205407,1.75679,3.889837686E-11,0.00468146594
NGC 4051,180.79006,44.531334,0830430801,S005,PrimeSmallWindow,2018-11-09,44000.0,286187.68312222924,1.67375,2.671261676E-11,0.003214304041
NGC 4151,182.635745,39.40573,0112310101,S001,PrimeSmallWindow,2000-12-21,29900.0,131419.11082580825,1.0,4.611503798E-11,0.01114218059
NGC 4151,182.635745,39.40573,0112830201,S002,PrimeFullWindow,2000-12-22,56900.0,121966.97536683538,1.0,5.079829642E-11,0.01227301166
NGC 4151,182.635745,39.40573,0112830501,S002,PrimeFullWindow,2000-12-22,16000.0,34011.587083113074,1.0,4.942285771E-11,0.01194076435
NGC 4151,182.635745,39.40573,0143500101,S003,PrimeSmallWindow,2003-05-25,18500.0,292254.48687267466,1.0,2.254159174E-10,0.05445530101
NGC 4151,182.635745,39.40573,0143500201,S003,PrimeSmallWindow,2003-05-26,16500.0,264975.1123571945,1.0,2.14552769E-10,0.05183250002
NGC 4151,182.635745,39.40573,0143500301,S003,PrimeSmallWindow,2003-05-27,16900.0,349063.8976453978,1.0,2.763278809E-10,0.06676283559
NGC 4151,182.635745,39.40573,0402660101,S005,PrimeSmallWindow,2006-05-16,39900.0,156344.70101203935,1.0,4.172810409E-11,0.01007989093
NGC 4151,182.635745,39.40573,0402660201,S003,PrimeSmallWindow,2006-11-29,27000.0,164781.1409190544,1.0,8.293769844E-11,0.02003159569
NGC 4151,182.635745,39.40573,0679780201,S001,PrimeSmallWindow,2012-06-10,11000.0,70079.45859662489,1.0,7.50779299E-11,0.01813375506
NGC 4151,182.635745,39.40573,0761670101,U002,PrimeSmallWindow,2015-11-12,26000.0,116777.14822361535,1.0,4.150258172E-11,0.01002504314
NGC 4151,182.635745,39.40573,0761670201,U002,PrimeSmallWindow,2015-11-14,27600.0,143657.2225971916,1.0,4.886786702E-11,0.01180368858
NGC 4151,182.635745,39.40573,0761670301,S003,PrimeSmallWindow,2015-11-16,26500.0,120569.85483143938,1.0,4.205388151E-11,0.0101581952
NGC 4151,182.635745,39.40573,0761670401,S003,PrimeSmallWindow,2015-11-30,43400.0,203260.13797933306,1.0,2.703656794E-11,0.006537200258
NGC 4151,182.635745,39.40573,0761670501,S003,PrimeSmallWindow,2015-11-20,38300.0,225290.09473066858,1.0,5.606615301E-11,0.01354212832
NGC 4151,182.635745,39.40573,0761670601,S012,PrimeSmallWindow,2015-11-22,42000.0,253966.11172107424,1.0,5.829603176E-11,0.01408055301
NGC 4151,182.635745,39.40573,0761670701,S003,PrimeSmallWindow,2015-12-16,48000.0,363168.0928281974,1.0,7.489891973E-11,0.01809030966
NGC 4151,182.635745,39.40573,0761670801,S003,PrimeSmallWindow,2015-12-18,26400.0,216577.7581929933,1.0,8.127000819E-11,0.01962905943
NGC 4151,182.635745,39.40573,0761670901,S003,PrimeSmallWindow,2015-12-22,43000.0,311641.2635952159,1.0,7.329918889E-11,0.01770412569
NGC 4395,186.453592,33.546928,0112521901,S003,PrimeFullWindow,2002-05-31,13900.0,6879.881274126637,1.0,6.414935755E-12,1.578614769E-4
NGC 4395,186.453592,33.546928,0142830101,S003,PrimeFullWindow,2003-11-30,90000.0,94053.30373506549,1.03544,6.912065964E-12,1.701655372E-4
NGC 4395,186.453592,33.546928,0744010101,S003,PrimeSmallWindow,2014-12-28,51900.0,14974.340641636576,1.0,4.81996655E-12,1.186039419E-4
NGC 4395,186.453592,33.546928,0744010201,S003,PrimeSmallWindow,2014-12-30,48200.0,22660.880959096452,1.0,7.252804955E-12,1.784909997E-4
NGC 4593,189.914272,-5.344261,0059830101,U014,PrimeSmallWindow,2002-06-23,76100.0,1355513.201060242,1.72213,7.770258081E-11,0.139498391
NGC 4593,189.914272,-5.344261,0109970101,S005,PrimeSmallWindow,2000-07-02,13000.0,244035.4210915167,1.74705,7.574649654E-11,0.1360689484
NGC 4593,189.914272,-5.344261,0740920201,S003,PrimeSmallWindow,2014-12-29,24400.0,210592.96873319696,1.67741,3.971985978E-11,0.07125045407
NGC 4593,189.914272,-5.344261,0740920301,S003,PrimeSmallWindow,2014-12-31,24400.0,107291.37492637588,1.50868,2.243188712E-11,0.04020325949
NGC 4593,189.914272,-5.344261,0740920401,S003,PrimeSmallWindow,2015-01-02,24400.0,117824.34994213922,1.55249,2.392980851E-11,0.0428974145
NGC 4593,189.914272,-5.344261,0740920501,S003,PrimeSmallWindow,2015-01-04,21000.0,233183.72207984512,1.70758,4.943970077E-11,0.08872423894
NGC 4593,189.914272,-5.344261,0740920601,S003,PrimeSmallWindow,2015-01-06,30300.0,330294.1100601517,1.73263,4.767387953E-11,0.0855721526
NGC 4593,189.914272,-5.344261,0784740101,S001,PrimeSmallWindow,2016-07-14,140500.0,1211114.6200895673,1.63822,3.972741733E-11,0.07127707468
NGC 4748,193.051917,-13.414722,0723100401,S007,PrimeLargeWindow,2014-01-14,50000.0,217851.57950142905,2.0007,2.222913369E-11,0.1067087749
NGC 5273,205.5345,35.65417,0112551701,S003,PrimeFullWindowExtended,2002-06-14,10300.0,14305.007427688959,1.28041,8.155571838E-12,0.002346387952
NGC 5273,205.5345,35.65417,0805080401,S001,PrimeFullWindow,2017-06-02,79800.0,30255.86903405531,1.0,3.522341702E-12,0.001012560782
NGC 5273,205.5345,35.65417,0805080401_1,U014,PrimeFullWindow,2017-06-03,14100.0,4514.377728087875,1.0,2.854571743E-12,8.204455474E-4
NGC 5506,213.31205,-3.207577,0013140101,U002,PrimeLargeWindow,2001-02-02,14600.0,95272.2304788925,1.04171,6.273673121E-11,0.05267157492
NGC 5506,213.31205,-3.207577,0013140201,S003,PrimeLargeWindow,2002-01-09,10600.0,113021.59899771491,1.02087,1.058995181E-10,0.08892406757
NGC 5506,213.31205,-3.207577,0201830201,S003,PrimeSmallWindow,2004-07-11,21100.0,116849.04529945216,1.06274,7.126827892E-11,0.05985698409
NGC 5506,213.31205,-3.207577,0201830301,S003,PrimeSmallWindow,2004-07-14,19900.0,105984.46283129451,1.05155,6.722201251E-11,0.05644569265
NGC 5506,213.31205,-3.207577,0201830401,S003,PrimeSmallWindow,2004-07-22,18500.0,92269.63193448781,1.08881,6.286002163E-11,0.0527954338
NGC 5506,213.31205,-3.207577,0201830501,S003,PrimeSmallWindow,2004-08-07,19900.0,158632.48684607877,1.09166,9.863962593E-11,0.08286224966
NGC 5506,213.31205,-3.207577,0554170101,S003,PrimeSmallWindow,2009-01-02,83400.0,728758.4792649375,1.04982,1.112572633E-10,0.09345569819
NGC 5506,213.31205,-3.207577,0554170201,S003,PrimeSmallWindow,2008-07-27,90400.0,721313.2729481123,1.09058,1.005270349E-10,0.08444742045
NGC 5506,213.31205,-3.207577,0761220101,U002,PrimeSmallWindow,2015-07-08,121000.0,575839.7124891204,1.0,6.225252353E-11,0.0522652828
NGC 5548,214.498058,25.13679,0089960301,S001,PrimeSmallWindow,2001-07-09,84000.0,1280134.659168387,1.64136,6.821411751E-11,0.4496351921
NGC 5548,214.498058,25.13679,0089960401,S001,PrimeSmallWindow,2001-07-12,26200.0,531693.1542289442,1.70608,8.940971814E-11,0.5895592788
NGC 5548,214.498058,25.13679,0109960101,S005,PrimeSmallWindow,2000-12-24,19800.0,242229.3625565677,1.60963,5.398225301E-11,0.355963733
NGC 5548,214.498058,25.13679,0720110301,S003,PrimeSmallWindow,2013-06-22,50400.0,76290.940769443,1.0,1.558309801E-11,0.1013392111
NGC 5548,214.498058,25.13679,0720110401,S003,PrimeSmallWindow,2013-06-30,54400.0,206406.02809625256,1.15164,3.716635044E-11,0.2418694889
NGC 5548,214.498058,25.13679,0720110501,S003,PrimeSmallWindow,2013-07-07,55400.0,139498.34015764436,1.0,2.695450286E-11,0.175331504
NGC 5548,214.498058,25.13679,0720110601,S003,PrimeSmallWindow,2013-07-11,52900.0,210133.46511892142,1.11774,4.013162943E-11,0.261627614
NGC 5548,214.498058,25.13679,0720110701,S003,PrimeSmallWindow,2013-07-15,52900.0,163909.69280654207,1.02065,3.367459406E-11,0.2191403759
NGC 5548,214.498058,25.13679,0720110801,S003,PrimeSmallWindow,2013-07-19,52400.0,159009.64222365813,1.0,3.382798132E-11,0.2199627505
NGC 5548,214.498058,25.13679,0720110901,S003,PrimeSmallWindow,2013-07-21,55400.0,151255.0726357131,1.0,2.916554561E-11,0.1897040118
NGC 5548,214.498058,25.13679,0720111001,S003,PrimeSmallWindow,2013-07-23,53400.0,148736.18964050515,1.0,3.045838791E-11,0.1980712618
NGC 5548,214.498058,25.13679,0720111101,S003,PrimeSmallWindow,2013-07-25,47300.0,170980.33553074117,1.0459,3.583724598E-11,0.233151179
NGC 5548,214.498058,25.13679,0720111201,S003,PrimeSmallWindow,2013-07-27,55400.0,189973.07645610184,1.0249,3.514523312E-11,0.2286361444
NGC 5548,214.498058,25.13679,0720111301,U002,PrimeSmallWindow,2013-07-29,50400.0,161719.51637325445,1.0,3.338010201E-11,0.2171516738
NGC 5548,214.498058,25.13679,0720111401,S003,PrimeSmallWindow,2013-07-31,49900.0,134703.41028417659,1.0,2.91289658E-11,0.1894675462
NGC 5548,214.498058,25.13679,0720111501,S003,PrimeSmallWindow,2013-12-20,55200.0,141756.49292546624,1.0,2.664243092E-11,0.1732979513
NGC 5548,214.498058,25.13679,0720111601,S003,PrimeSmallWindow,2014-02-04,45400.0,166858.28242758306,1.20914,3.190508577E-11,0.2082337057
NGC 5548,214.498058,25.13679,0771000101,S001,PrimeSmallWindow,2016-01-14,20000.0,59917.10732956378,1.15696,2.733196924E-11,0.1782332532
NGC 5548,214.498058,25.13679,0771000201,S001,PrimeSmallWindow,2016-01-16,32400.0,102070.35060432537,1.15964,2.812029403E-11,0.1833819836
NGC 6814,295.6692,-10.3235,0550451801,S003,PrimeFullWindow,2009-04-22,30400.0,232659.38796306495,1.63631,3.354497635E-11,0.02005062514
NGC 6814,295.6692,-10.3235,0764620101,S001,PrimeLargeWindow,2016-04-08,125000.0,717407.9196340042,1.18486,3.108729409E-11,0.01854915584
NGC 6860,302.195375,-61.100194,0552170301,S002,PrimeFullWindow,2009-03-29,85000.0,348915.58653967635,1.64419,3.428592254E-11,0.1688513033
NGC 7213,332.317958,-47.166611,0111810101,U002,PrimeSmallWindow,2001-05-29,42100.0,366082.7348062895,1.69914,3.882445258E-11,0.02922085203
NGC 7213,332.317958,-47.166611,0605800301,S009,PrimeSmallWindow,2009-11-11,112500.0,527388.7882062471,1.65562,2.084118941E-11,0.01568310719
NGC 7314,338.942462,-26.050466,0111790101,S003,PrimeSmallWindow,2001-05-02,43200.0,275323.5806903224,1.70869,4.901406394E-11,0.02443836555
NGC 7314,338.942462,-26.050466,0311190101,S003,PrimeFullWindow,2006-05-03,70000.0,133716.05908357166,1.44855,1.91412095E-11,0.009530010963
NGC 7314,338.942462,-26.050466,0725200101,S003,PrimeSmallWindow,2013-05-17,118000.0,407598.17351444485,1.56515,2.895701577E-11,0.01443173936
NGC 7314,338.942462,-26.050466,0725200301,S003,PrimeSmallWindow,2013-11-28,126000.0,351072.509578202,1.54949,2.343397107E-11,0.01167810606
NGC 7314,338.942462,-26.050466,0790650101,S003,PrimeSmallWindow,2016-05-14,63400.0,359520.5480951008,1.66313,4.444985919E-11,0.0221593981
NGC 7469,345.815095,8.873997,0112170101,S003,PrimeSmallWindow,2000-12-26,17500.0,221483.76920195346,1.80777,5.044283304E-11,0.3007362258
NGC 7469,345.815095,8.873997,0112170301,S003,PrimeSmallWindow,2000-12-26,23000.0,347504.4434584394,1.86421,5.783089487E-11,0.3451144095
NGC 7469,345.815095,8.873997,0207090101,S003,PrimeSmallWindow,2004-11-30,84500.0,1340619.7355696189,1.86696,6.011811915E-11,0.3587902089
NGC 7469,345.815095,8.873997,0207090201,S003,PrimeSmallWindow,2004-12-03,78600.0,1113756.089709859,1.80368,5.621493361E-11,0.3350257416
NGC 7469,345.815095,8.873997,0760350201,S003,PrimeSmallWindow,2015-06-12,73000.0,1181380.2195635843,1.87882,5.955446045E-11,0.3553927886
NGC 7469,345.815095,8.873997,0760350301,S003,PrimeSmallWindow,2015-11-24,78600.0,1195044.306784798,1.80325,5.723829136E-11,0.3412086814
NGC 7469,345.815095,8.873997,0760350401,S003,PrimeSmallWindow,2015-12-15,46000.0,529892.9950074113,1.77113,4.585982986E-11,0.2732923104
NGC 7469,345.815095,8.873997,0760350501,S003,PrimeSmallWindow,2015-12-23,78000.0,975739.9978912349,1.78916,4.880573094E-11,0.2908790489
NGC 7469,345.815095,8.873997,0760350601,S003,PrimeSmallWindow,2015-12-24,90000.0,1232458.178963423,1.7886,5.52243788E-11,0.3290119264
NGC 7469,345.815095,8.873997,0760350701,S003,PrimeSmallWindow,2015-12-26,67000.0,825356.5187216324,1.74404,4.920297017E-11,0.2930433493
NGC 7469,345.815095,8.873997,0760350801,S003,PrimeSmallWindow,2015-12-28,95000.0,1367992.5006621245,1.77306,5.918049355E-11,0.3526366442
NGC 985,38.657371,-8.787621,0150470601,S003,PrimeSmallWindow,2003-07-15,27500.0,75086.73359869764,1.47824,1.383047079E-11,0.5871256351
NGC 985,38.657371,-8.787621,0690870101,S003,PrimeFullWindow,2013-07-20,17000.0,24529.294048011303,1.0,1.0028836E-11,0.4173580035
NGC 985,38.657371,-8.787621,0690870501,S003,PrimeSmallWindow,2013-08-10,97100.0,118619.92485773981,1.05094,9.828348162E-12,0.4096948577
NGC 985,38.657371,-8.787621,0743830501,S003,PrimeSmallWindow,2015-01-13,70500.0,382886.20334801805,1.71581,2.25081734E-11,0.9652514577
NGC 985,38.657371,-8.787621,0743830601,S003,PrimeSmallWindow,2015-01-25,113000.0,904027.5590439844,1.77944,3.186471422E-11,1.370153801
PG 1211+143,183.573625,14.053639,0112610101,U002,PrimeLargeWindow,2001-06-15,46000.0,79403.4624802708,1.72254,7.724198108E-12,1.234770927
PG 1211+143,183.573625,14.053639,0208020101,S003,PrimeLargeWindow,2004-06-21,42000.0,139732.9863988181,1.83033,8.234776184E-12,1.33294784
PG 1211+143,183.573625,14.053639,0502050101,S003,PrimeLargeWindow,2007-12-21,46000.0,129703.50398085265,2.01945,1.373767912E-11,2.255508396
PG 1211+143,183.573625,14.053639,0502050201,S003,PrimeLargeWindow,2007-12-23,34800.0,106094.51662947773,1.94955,1.203664651E-11,1.955332326
PG 1211+143,183.573625,14.053639,0745110101,S003,PrimeLargeWindow,2014-06-02,83600.0,323569.2007019236,1.96769,9.855520542E-12,1.606196781
PG 1211+143,183.573625,14.053639,0745110201,S003,PrimeLargeWindow,2014-06-16,100000.0,257217.14825373067,1.78789,7.566134432E-12,1.209883821
PG 1211+143,183.573625,14.053639,0745110301,S003,PrimeLargeWindow,2014-06-20,93600.0,208082.59985612228,1.85124,9.586963486E-12,1.557896337
PG 1211+143,183.573625,14.053639,0745110401,S003,PrimeLargeWindow,2014-06-23,94600.0,357286.42859932367,1.89548,9.884920128E-12,1.607701557
PG 1211+143,183.573625,14.053639,0745110501,S003,PrimeLargeWindow,2014-06-25,49800.0,248893.64451663758,2.03302,1.227497245E-11,2.006799284
PG 1211+143,183.573625,14.053639,0745110601,S003,PrimeLargeWindow,2014-06-30,52000.0,133412.37878928482,1.98218,1.091861846E-11,1.792514436
PG 1211+143,183.573625,14.053639,0745110701,S003,PrimeLargeWindow,2014-07-07,95600.0,349294.23175258195,1.94535,9.372076956E-12,1.528361457
PG 1244+026,191.646866,2.369108,0675320101,S003,PrimeSmallWindow,2011-12-25,123000.0,732314.189529495,2.43293,1.601053861E-11,0.8952413663
PG 1244+026,191.646866,2.369108,0744440101,S003,PrimeSmallWindow,2014-12-20,105000.0,396521.2488305241,2.3221,9.92552036E-12,0.5546053246
PG 1244+026,191.646866,2.369108,0744440201,S003,PrimeSmallWindow,2014-12-22,85000.0,387377.83073166735,2.31219,1.21905816E-11,0.6806584205
PG 1244+026,191.646866,2.369108,0744440301,S003,PrimeSmallWindow,2014-12-24,56000.0,256276.71883394683,2.23088,1.205754947E-11,0.6738063547
PG 1244+026,191.646866,2.369108,0744440401,S003,PrimeSmallWindow,2014-12-26,45000.0,201682.25141387212,2.36992,1.2036644E-11,0.6724493584
PG 1244+026,191.646866,2.369108,0744440501,S003,PrimeSmallWindow,2015-01-15,110000.0,419113.73695623537,2.32941,1.027573674E-11,0.5738038001
PG 1448+273,222.78645,27.15736,0152660101,S003,PrimeLargeWindow,2003-02-08,13000.0,16993.22580943243,2.39206,7.531899853E-12,0.7816079349
PG 1448+273,222.78645,27.15736,0781430101,S003,PrimeSmallWindow,2017-01-24,80000.0,118861.40594567315,1.91425,4.523935839E-12,0.4654166001
PG 1448+273,222.78645,27.15736,0781430101_1,U015,PrimeSmallWindow,2017-01-25,26000.0,36445.125341677725,1.92606,4.294660514E-12,0.4423636725
Pictor A,79.957171,-45.778828,0090050701,S003,PrimeFullWindow,2001-03-17,16000.0,49014.44109807398,1.69502,1.119507913E-11,0.3136865332
Pictor A,79.957171,-45.778828,0206390101,S014,PrimeFullWindow,2005-01-14,51800.0,94038.25695952958,1.67054,1.789320945E-11,0.5016502775
PKS 0558-504,89.947417,-50.447889,0117500201,S025,PrimeFullWindow,2000-02-10,13900.0,74607.37737079803,2.16529,3.841706006E-11,19.50401307
PKS 0558-504,89.947417,-50.447889,0117710601,S047,PrimeFullWindow,2000-02-13,15900.0,77882.26946832855,2.11511,2.399734137E-11,12.17283061
PKS 0558-504,89.947417,-50.447889,0117710601_1,S048,PrimeFullWindow,2000-02-13,15500.0,59743.407615021155,2.11564,2.73403604E-11,13.87123029
PKS 0558-504,89.947417,-50.447889,0117710701,S025,PrimeFullWindow,2000-02-12,15000.0,82344.01304084399,2.11031,3.532912659E-11,17.85170121
PKS 0558-504,89.947417,-50.447889,0119100301,U062,PrimeFullWindow,2000-03-02,12400.0,98841.76145015215,2.41352,6.084485469E-11,31.18829852
PKS 0558-504,89.947417,-50.447889,0120300801,U006,PrimeSmallWindow,2000-03-07,17500.0,277836.96499680064,2.2173,4.598182532E-11,23.52993442
PKS 0558-504,89.947417,-50.447889,0125110101_1,S003,PrimeSmallWindow,2000-05-24,13500.0,158629.60397161718,2.11108,3.624000254E-11,18.52976257
PKS 0558-504,89.947417,-50.447889,0129360201,S001,PrimeSmallWindow,2000-10-10,10500.0,120601.32142127155,2.1383,3.559545338E-11,18.09954383
PKS 0558-504,89.947417,-50.447889,0137550201,S003,PrimeFullWindow,2001-06-26,11600.0,70398.88537882676,2.03627,2.710160154E-11,13.61675376
PKS 0558-504,89.947417,-50.447889,0137550601,S003,PrimeFullWindow,2001-10-19,11200.0,146050.00936042433,2.23079,5.748835732E-11,28.94548867
PKS 0558-504,89.947417,-50.447889,0555170201,S001,PrimeSmallWindow,2008-09-07,80000.0,694479.0825316025,2.09002,2.713133835E-11,13.7203439
PKS 0558-504,89.947417,-50.447889,0555170301,U002,PrimeSmallWindow,2008-09-09,105000.0,943233.9460708376,2.11892,2.823649078E-11,14.31146488
PKS 0558-504,89.947417,-50.447889,0555170401,U002,PrimeSmallWindow,2008-09-11,91000.0,1140491.242369857,2.11945,4.050754492E-11,20.44000339
PKS 0558-504,89.947417,-50.447889,0555170501,U002,PrimeSmallWindow,2008-09-13,105000.0,1099852.5875636886,2.11676,3.376045273E-11,17.01213417
PKS 0558-504,89.947417,-50.447889,0555170601,S001,PrimeSmallWindow,2008-09-15,105000.0,1417062.682930546,2.12471,4.281713191E-11,21.63856616
PKS J1220+0203,185.04945,2.06172,0802560101,S003,PrimeLargeWindow,2017-06-07,47600.0,90412.487377721,1.73084,7.608915135E-12,12.72424314
RBS 229,25.07082,-0.83417,0744450301,S003,PrimeLargeWindow,2015-01-29,47300.0,81935.0671514107,1.86064,4.739899559E-12,17.12108712
RE J1034+396,158.660829,39.641158,0109070101,S003,PrimeLargeWindow,2002-05-01,12800.0,20036.588736252124,2.32645,8.372859012E-12,0.3686903602
RE J1034+396,158.660829,39.641158,0506440101,S003,PrimeFullWindow,2007-05-31,84000.0,104035.34123773783,2.26202,8.27007735E-12,0.3632497035
RE J1034+396,158.660829,39.641158,0561580201,U002,PrimeSmallWindow,2009-05-31,50000.0,229769.0397336376,2.24222,1.147907602E-11,0.5057109119
RE J1034+396,158.660829,39.641158,0655310101,S003,PrimeSmallWindow,2010-05-09,21500.0,70115.52710922035,2.24081,8.191082375E-12,0.3598949354
RE J1034+396,158.660829,39.641158,0655310201,S003,PrimeSmallWindow,2010-05-11,37000.0,109108.31248694727,2.27228,8.138975303E-12,0.356853896
RE J1034+396,158.660829,39.641158,0675440101,S001,PrimeSmallWindow,2011-05-27,17000.0,57128.40987719887,2.38932,8.859086015E-12,0.3903898094
RE J1034+396,158.660829,39.641158,0675440301,S001,PrimeSmallWindow,2011-05-07,17300.0,88175.72426993767,2.08901,1.337123395E-11,0.5864462241
RE J1034+396,158.660829,39.641158,0824030101,S003,PrimeSmallWindow,2018-10-30,37000.0,120152.45728637784,2.25482,8.336995408E-12,0.3675757906
RX J0136.9-3510,24.226667,-35.164444,0303340101,S003,PrimeFullWindow,2005-12-14,43200.0,38083.889000226154,2.26237,4.036635765E-12,12.41541637
RX J0439.6-5311,69.91125,-53.19194,0741390101,S003,PrimeSmallWindow,2014-05-29,25400.0,38865.907776346605,2.59818,4.40151322E-12,9.691418618
RX J0439.6-5311,69.91125,-53.19194,0764530101,S003,PrimeLargeWindow,2016-02-12,131700.0,211476.19424738694,2.69261,4.705873081E-12,10.13903122
SWIFT J2127.4+5654,321.937292,56.944361,0601741901,S009,PrimeFullWindow,2009-11-11,21500.0,165371.22410069377,1.78764,5.111820143E-11,0.2354557592
SWIFT J2127.4+5654,321.937292,56.944361,0655450101,S003,PrimeSmallWindow,2010-11-29,114000.0,316633.9622078935,1.70354,2.302649415E-11,0.1059932971
SWIFT J2127.4+5654,321.937292,56.944361,0693781701,S003,PrimeSmallWindow,2012-11-04,130000.0,490957.3366018588,1.78919,2.975446922E-11,0.1370136661
SWIFT J2127.4+5654,321.937292,56.944361,0693781801,S003,PrimeSmallWindow,2012-11-06,122000.0,559175.6072509587,1.79552,3.594332287E-11,0.1655162558
SWIFT J2127.4+5654,321.937292,56.944361,0693781901,S003,PrimeSmallWindow,2012-11-08,66400.0,365022.3431464418,1.85025,4.178025227E-11,0.1925753613
TON S180,14.33419,-22.3823,0110890401,S001,PrimeSmallWindow,2000-12-14,29000.0,217662.98081243923,2.27887,2.239459717E-11,2.131922111
