# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0621200        0.00659642    
      3.50000           4.00000         0.0634505        0.00742936    
      4.00000           4.50000         0.0555319        0.00841920    
      4.50000           5.00000         0.0510666        0.00965975    
      5.00000           5.40000         0.0844904         0.0115414    
      5.40000           5.80000         0.0537718         0.0125780    
      5.80000           6.20000         0.0338595         0.0146517    
      6.20000           6.60000         0.0697536         0.0140380    
      6.60000           7.00000         0.0383902         0.0175482    
      7.00000           8.00000         0.0693267         0.0111485    
      8.00000           10.0000         0.0670934         0.0121739    
