# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.126705         0.0122619    
      3.50000           4.00000          0.133976         0.0141702    
      4.00000           4.50000          0.144407         0.0165827    
      4.50000           5.00000          0.137311         0.0175432    
      5.00000           5.40000          0.132685         0.0190303    
      5.40000           5.80000         0.0758950         0.0254083    
      5.80000           6.20000         0.0939188         0.0237510    
      6.20000           6.60000          0.134369         0.0231696    
      6.60000           7.00000         0.0782762         0.0291274    
      7.00000           8.00000          0.142867         0.0223136    
      8.00000           10.0000         0.0627998         0.0253474    
