# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0624856        0.00629139    
      3.50000           4.00000         0.0644687        0.00633224    
      4.00000           4.50000         0.0662138        0.00676777    
      4.50000           5.00000         0.0638321        0.00746039    
      5.00000           5.40000         0.0584665        0.00855465    
      5.40000           5.80000         0.0603852        0.00882739    
      5.80000           6.20000         0.0762818        0.00829612    
      6.20000           6.60000         0.0752696        0.00867466    
      6.60000           7.00000         0.0459690        0.00946925    
      7.00000           8.00000         0.0664604        0.00857050    
      8.00000           10.0000         0.0820485        0.00853346    
