# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.286539         0.0109796    
      3.50000           4.00000          0.275810         0.0127323    
      4.00000           4.50000          0.241141         0.0132105    
      4.50000           5.00000          0.238762         0.0140833    
      5.00000           5.40000          0.195655         0.0162296    
      5.40000           5.80000          0.224543         0.0183304    
      5.80000           6.20000          0.189414         0.0199393    
      6.20000           6.60000          0.154580         0.0199059    
      6.60000           7.00000          0.169910         0.0268585    
      7.00000           8.00000          0.196155         0.0213063    
      8.00000           10.0000          0.173877         0.0223792    
