# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.133502        0.00931230    
      3.50000           4.00000          0.105509         0.0105495    
      4.00000           4.50000          0.118028         0.0126903    
      4.50000           5.00000          0.125886         0.0138442    
      5.00000           5.40000          0.101135         0.0178830    
      5.40000           5.80000         0.0913049         0.0204268    
      5.80000           6.20000         0.0967736         0.0219443    
      6.20000           6.60000         0.0688044         0.0246852    
      6.60000           7.00000          0.107258         0.0258248    
      7.00000           8.00000          0.121640         0.0201190    
      8.00000           10.0000         0.0991063         0.0270107    
