# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.246635         0.0176534    
      3.50000           4.00000          0.250620         0.0198269    
      4.00000           4.50000          0.249101         0.0200968    
      4.50000           5.00000          0.221612         0.0251883    
      5.00000           5.40000          0.176735         0.0321590    
      5.40000           5.80000          0.205643         0.0319661    
      5.80000           6.20000          0.174901         0.0317517    
      6.20000           6.60000          0.174322         0.0309617    
      6.60000           7.00000          0.150112         0.0455198    
      7.00000           8.00000          0.148908         0.0430304    
      8.00000           10.0000          0.104344         0.0683887    
