# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0945564         0.0105850    
      3.50000           4.00000          0.109383         0.0121580    
      4.00000           4.50000         0.0636657         0.0187784    
      4.50000           5.00000          0.135552         0.0166649    
      5.00000           5.40000          0.134209         0.0202090    
      5.40000           5.80000          0.101322         0.0258812    
      5.80000           6.20000         0.0536268         0.0447021    
      6.20000           6.60000          0.116292         0.0277439    
      6.60000           7.00000          0.110109         0.0337891    
      7.00000           8.00000         0.0824984         0.0314688    
      8.00000           10.0000         0.0951824         0.0341948    
