# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0813751        0.00856043    
      3.50000           4.00000         0.0692580        0.00954722    
      4.00000           4.50000         0.0584570         0.0110441    
      4.50000           5.00000         0.0729674         0.0106032    
      5.00000           5.40000         0.0588316         0.0122782    
      5.40000           5.80000         0.0538141         0.0129018    
      5.80000           6.20000         0.0523122         0.0153606    
      6.20000           6.60000         0.0261933         0.0166747    
      6.60000           7.00000         0.0758949         0.0156429    
      7.00000           8.00000         0.0525456         0.0129981    
      8.00000           10.0000         0.0571838         0.0124587    
