# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0726698        0.00638128    
      3.50000           4.00000          0.100324        0.00711768    
      4.00000           4.50000         0.0839916        0.00841860    
      4.50000           5.00000         0.0995457        0.00872276    
      5.00000           5.40000         0.0757032         0.0104343    
      5.40000           5.80000          0.101757         0.0115666    
      5.80000           6.20000          0.121304         0.0118479    
      6.20000           6.60000         0.0812048         0.0125405    
      6.60000           7.00000          0.123410         0.0143732    
      7.00000           8.00000         0.0959509         0.0114534    
      8.00000           10.0000          0.105904         0.0119146    
