# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0973523        0.00423370    
      3.50000           4.00000         0.0956618        0.00471501    
      4.00000           4.50000         0.0892258        0.00540229    
      4.50000           5.00000         0.0888571        0.00556864    
      5.00000           5.40000         0.0800751        0.00719048    
      5.40000           5.80000         0.0905336        0.00758608    
      5.80000           6.20000         0.0945826        0.00739396    
      6.20000           6.60000         0.0603503        0.00839232    
      6.60000           7.00000         0.0715958        0.00949146    
      7.00000           8.00000         0.0833591        0.00717782    
      8.00000           10.0000         0.0780825        0.00716884    
