# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0873314         0.0208450    
      3.50000           4.00000          0.134554         0.0185849    
      4.00000           4.50000         0.0942019         0.0213404    
      4.50000           5.00000         0.0561213         0.0226482    
      5.00000           5.40000         0.0899781         0.0250604    
      5.40000           5.80000         0.0849800         0.0254579    
      5.80000           6.20000         0.0518052         0.0272617    
      6.20000           6.60000         0.0893289         0.0256986    
      6.60000           7.00000         0.0788003         0.0344850    
      7.00000           8.00000         0.0464144         0.0278768    
      8.00000           10.0000         0.0886454         0.0215232    
