# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0577091        0.00774723    
      3.50000           4.00000         0.0468983        0.00825366    
      4.00000           4.50000         0.0609980        0.00873032    
      4.50000           5.00000         0.0512223         0.0107203    
      5.00000           5.40000         0.0659900         0.0122981    
      5.40000           5.80000         0.0772806         0.0137080    
      5.80000           6.20000         0.0603067         0.0148222    
      6.20000           6.60000         0.0355478         0.0171061    
      6.60000           7.00000         0.0585033         0.0179843    
      7.00000           8.00000         0.0626225         0.0127665    
      8.00000           10.0000         0.0749689         0.0131913    
