# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0956675         0.0114006    
      3.50000           4.00000         0.0838512         0.0112107    
      4.00000           4.50000         0.0818125         0.0119276    
      4.50000           5.00000         0.0964250         0.0124519    
      5.00000           5.40000         0.0861489         0.0139721    
      5.40000           5.80000         0.0493393         0.0139831    
      5.80000           6.20000         0.0941890         0.0142530    
      6.20000           6.60000         0.0422752         0.0135871    
      6.60000           7.00000         0.0947544         0.0145559    
      7.00000           8.00000         0.0607449         0.0124137    
      8.00000           10.0000         0.0731270         0.0135708    
