# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.188886         0.0155258    
      3.50000           4.00000          0.137302         0.0160885    
      4.00000           4.50000          0.159339         0.0181841    
      4.50000           5.00000          0.153044         0.0171536    
      5.00000           5.40000          0.177735         0.0208320    
      5.40000           5.80000          0.163802         0.0219914    
      5.80000           6.20000          0.118414         0.0239152    
      6.20000           6.60000          0.132728         0.0225386    
      6.60000           7.00000          0.104379         0.0289673    
      7.00000           8.00000          0.140239         0.0221534    
      8.00000           10.0000          0.103605         0.0220353    
