# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.105940        0.00996374    
      3.50000           4.00000         0.0924758        0.00919055    
      4.00000           4.50000         0.0593081        0.00960690    
      4.50000           5.00000         0.0924612         0.0103609    
      5.00000           5.40000         0.0651792         0.0138998    
      5.40000           5.80000         0.0332382         0.0138888    
      5.80000           6.20000         0.0302233         0.0147112    
      6.20000           6.60000         0.0477010         0.0126842    
      6.60000           7.00000         0.0425040         0.0174917    
      7.00000           8.00000         0.0412237         0.0132211    
      8.00000           10.0000         0.0410924         0.0135172    
