# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.246859         0.0134802    
      3.50000           4.00000          0.200433         0.0143891    
      4.00000           4.50000          0.182937         0.0160694    
      4.50000           5.00000          0.169894         0.0169236    
      5.00000           5.40000          0.165369         0.0211502    
      5.40000           5.80000          0.131379         0.0218116    
      5.80000           6.20000          0.116164         0.0233827    
      6.20000           6.60000          0.159082         0.0236115    
      6.60000           7.00000          0.156906         0.0314431    
      7.00000           8.00000          0.237545         0.0248838    
      8.00000           10.0000          0.253529         0.0298841    
