# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.355010         0.0256804    
      3.50000           4.00000          0.285186         0.0228473    
      4.00000           4.50000          0.329556         0.0227599    
      4.50000           5.00000          0.295230         0.0253960    
      5.00000           5.40000          0.183308         0.0302023    
      5.40000           5.80000          0.200667         0.0330689    
      5.80000           6.20000          0.215766         0.0330928    
      6.20000           6.60000          0.172522         0.0292490    
      6.60000           7.00000          0.156292         0.0395058    
      7.00000           8.00000          0.204822         0.0308849    
      8.00000           10.0000          0.140705         0.0396696    
