# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0429560        0.00552506    
      3.50000           4.00000         0.0500931        0.00623631    
      4.00000           4.50000         0.0638827        0.00706121    
      4.50000           5.00000         0.0512348        0.00699158    
      5.00000           5.40000         0.0580741        0.00935954    
      5.40000           5.80000         0.0366971         0.0102922    
      5.80000           6.20000         0.0399621         0.0111218    
      6.20000           6.60000         0.0494329         0.0113197    
      6.60000           7.00000         0.0247406         0.0155351    
      7.00000           8.00000         0.0358419         0.0100707    
      8.00000           10.0000         0.0407151         0.0105939    
