# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.164560        0.00419684    
      3.50000           4.00000          0.168633        0.00453258    
      4.00000           4.50000          0.147460        0.00505536    
      4.50000           5.00000          0.145033        0.00536947    
      5.00000           5.40000          0.159612        0.00681657    
      5.40000           5.80000          0.146056        0.00766840    
      5.80000           6.20000          0.133142        0.00795775    
      6.20000           6.60000          0.102924        0.00844598    
      6.60000           7.00000          0.128102        0.00999367    
      7.00000           8.00000          0.142406        0.00801649    
      8.00000           10.0000          0.166328        0.00832500    
