# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0915140        0.00355609    
      3.50000           4.00000         0.0960606        0.00385108    
      4.00000           4.50000         0.0911218        0.00408679    
      4.50000           5.00000         0.0934698        0.00446917    
      5.00000           5.40000         0.0888550        0.00496347    
      5.40000           5.80000         0.0916402        0.00555800    
      5.80000           6.20000         0.0925996        0.00598006    
      6.20000           6.60000         0.0820483        0.00634832    
      6.60000           7.00000         0.0776128        0.00677767    
      7.00000           8.00000         0.0922696        0.00550140    
      8.00000           10.0000         0.0880360        0.00578763    
