# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.219047         0.0151674    
      3.50000           4.00000          0.173482         0.0154975    
      4.00000           4.50000          0.183310         0.0143516    
      4.50000           5.00000          0.205556         0.0128185    
      5.00000           5.40000          0.169791         0.0163244    
      5.40000           5.80000          0.115136         0.0175737    
      5.80000           6.20000          0.161216         0.0185560    
      6.20000           6.60000          0.119054         0.0202203    
      6.60000           7.00000         0.0929512         0.0438591    
      7.00000           8.00000          0.130107         0.0219626    
      8.00000           10.0000          0.126431         0.0255941    
