# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.143513        0.00667164    
      3.50000           4.00000          0.127729        0.00750517    
      4.00000           4.50000          0.133790        0.00815023    
      4.50000           5.00000          0.125796        0.00883530    
      5.00000           5.40000          0.122021         0.0108394    
      5.40000           5.80000          0.129896         0.0113709    
      5.80000           6.20000         0.0976832         0.0134010    
      6.20000           6.60000         0.0985151         0.0134596    
      6.60000           7.00000         0.0849395         0.0157608    
      7.00000           8.00000          0.116882         0.0113190    
      8.00000           10.0000          0.108480         0.0129116    
