# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.125866        0.00285694    
      3.50000           4.00000          0.126500        0.00309674    
      4.00000           4.50000          0.130998        0.00351748    
      4.50000           5.00000          0.126135        0.00380812    
      5.00000           5.40000          0.126815        0.00456928    
      5.40000           5.80000          0.117522        0.00478607    
      5.80000           6.20000          0.113635        0.00522606    
      6.20000           6.60000          0.104712        0.00539905    
      6.60000           7.00000          0.109617        0.00614209    
      7.00000           8.00000          0.119598        0.00480829    
      8.00000           10.0000          0.126550        0.00509172    
