# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.280373         0.0145209    
      3.50000           4.00000          0.245596         0.0160770    
      4.00000           4.50000          0.272281         0.0165467    
      4.50000           5.00000          0.259098         0.0180330    
      5.00000           5.40000          0.191408         0.0229869    
      5.40000           5.80000          0.215863         0.0231969    
      5.80000           6.20000          0.172677         0.0230822    
      6.20000           6.60000          0.170693         0.0224411    
      6.60000           7.00000          0.159177         0.0315355    
      7.00000           8.00000          0.215929         0.0241537    
      8.00000           10.0000          0.213761         0.0256241    
