# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.115619        0.00391244    
      3.50000           4.00000          0.111450        0.00422225    
      4.00000           4.50000         0.0988378        0.00483849    
      4.50000           5.00000          0.101308        0.00492869    
      5.00000           5.40000         0.0968927        0.00578842    
      5.40000           5.80000          0.105899        0.00623037    
      5.80000           6.20000         0.0903861        0.00669878    
      6.20000           6.60000         0.0772247        0.00715638    
      6.60000           7.00000         0.0802525        0.00866378    
      7.00000           8.00000         0.0838771        0.00637541    
      8.00000           10.0000         0.0723966        0.00657299    
