# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0360119        0.00341557    
      3.50000           4.00000         0.0326689        0.00403179    
      4.00000           4.50000         0.0336188        0.00461656    
      4.50000           5.00000         0.0249343        0.00648661    
      5.00000           5.40000         0.0461045        0.00572259    
      5.40000           5.80000         0.0177513         0.0111214    
      5.80000           6.20000         0.0455754        0.00731193    
      6.20000           6.60000         0.0240904         0.0102541    
      6.60000           7.00000         0.0259610         0.0117557    
      7.00000           8.00000         0.0198638        0.00990622    
      8.00000           10.0000         0.0265268        0.00939599    
