# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0524938        0.00916567    
      3.50000           4.00000         0.0663651         0.0102210    
      4.00000           4.50000         0.0531495        0.00842426    
      4.50000           5.00000         0.0392136        0.00979102    
      5.00000           5.40000         0.0720550         0.0131723    
      5.40000           5.80000         0.0717327         0.0148997    
      5.80000           6.20000         0.0608953         0.0145187    
      6.20000           6.60000         0.0311217         0.0134750    
      6.60000           7.00000         0.0448953         0.0177501    
      7.00000           8.00000         0.0573435         0.0139891    
      8.00000           10.0000         0.0476123         0.0135264    
