# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.100099        0.00867345    
      3.50000           4.00000         0.0772144        0.00862479    
      4.00000           4.50000         0.0591321         0.0107973    
      4.50000           5.00000          0.113609         0.0108166    
      5.00000           5.40000         0.0790152         0.0135358    
      5.40000           5.80000         0.0806723         0.0133824    
      5.80000           6.20000         0.0844570         0.0144959    
      6.20000           6.60000         0.0627673         0.0151304    
      6.60000           7.00000         0.0609891         0.0191368    
      7.00000           8.00000         0.0962414         0.0142817    
      8.00000           10.0000         0.0844339         0.0136171    
