# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.273008         0.0150310    
      3.50000           4.00000          0.212039         0.0152267    
      4.00000           4.50000          0.225400         0.0170909    
      4.50000           5.00000          0.227585         0.0185270    
      5.00000           5.40000          0.271682         0.0207987    
      5.40000           5.80000          0.199497         0.0225914    
      5.80000           6.20000          0.193123         0.0250358    
      6.20000           6.60000          0.169507         0.0235742    
      6.60000           7.00000          0.145255         0.0339063    
      7.00000           8.00000          0.152989         0.0262886    
      8.00000           10.0000          0.154584         0.0321182    
