# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.195342        0.00550731    
      3.50000           4.00000          0.203869        0.00664076    
      4.00000           4.50000          0.198639        0.00713465    
      4.50000           5.00000          0.198567        0.00807675    
      5.00000           5.40000          0.199005        0.00969853    
      5.40000           5.80000          0.211464         0.0107757    
      5.80000           6.20000          0.212447         0.0115703    
      6.20000           6.60000          0.178292         0.0119757    
      6.60000           7.00000          0.243872         0.0128958    
      7.00000           8.00000          0.192477         0.0110346    
      8.00000           10.0000          0.209841         0.0121235    
