# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.232488        0.00857028    
      3.50000           4.00000          0.200152         0.0101689    
      4.00000           4.50000          0.184038         0.0101934    
      4.50000           5.00000          0.143140         0.0119329    
      5.00000           5.40000          0.187992         0.0127927    
      5.40000           5.80000          0.175801         0.0154019    
      5.80000           6.20000          0.128453         0.0151924    
      6.20000           6.60000          0.137755         0.0165532    
      6.60000           7.00000          0.141799         0.0204386    
      7.00000           8.00000          0.177359         0.0149804    
      8.00000           10.0000          0.173443         0.0189917    
