# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.187377         0.0100759    
      3.50000           4.00000          0.199027         0.0108157    
      4.00000           4.50000          0.172048         0.0117937    
      4.50000           5.00000          0.189847         0.0134445    
      5.00000           5.40000          0.161133         0.0165092    
      5.40000           5.80000          0.114509         0.0177588    
      5.80000           6.20000          0.107573         0.0186154    
      6.20000           6.60000         0.0829817         0.0184377    
      6.60000           7.00000          0.109949         0.0241388    
      7.00000           8.00000          0.128651         0.0184418    
      8.00000           10.0000          0.162399         0.0196955    
