# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.255885         0.0468338    
      3.50000           4.00000          0.264462         0.0444568    
      4.00000           4.50000          0.241044         0.0453059    
      4.50000           5.00000          0.217700         0.0459543    
      5.00000           5.40000          0.318357         0.0585801    
      5.40000           5.80000          0.241250         0.0725137    
      5.80000           6.20000         0.0750854         0.0824477    
      6.20000           6.60000         0.0440218         0.0740651    
      6.60000           7.00000         0.0895239          0.114377    
      7.00000           8.00000          0.208997         0.0711383    
      8.00000           10.0000          0.193866         0.0987422    
