# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0952119        0.00918150    
      3.50000           4.00000         0.0827277         0.0106862    
      4.00000           4.50000         0.0807694         0.0109590    
      4.50000           5.00000         0.0887049         0.0126632    
      5.00000           5.40000         0.0904965         0.0144902    
      5.40000           5.80000         0.0696208         0.0167473    
      5.80000           6.20000         0.0592914         0.0189563    
      6.20000           6.60000         0.0349086         0.0183971    
      6.60000           7.00000         0.0621105         0.0196826    
      7.00000           8.00000         0.0663455         0.0168452    
      8.00000           10.0000         0.0722981         0.0165038    
