# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0606801        0.00659466    
      3.50000           4.00000         0.0652525        0.00722225    
      4.00000           4.50000         0.0506300        0.00871110    
      4.50000           5.00000         0.0517467        0.00906602    
      5.00000           5.40000         0.0599588         0.0111652    
      5.40000           5.80000         0.0504497         0.0121659    
      5.80000           6.20000         0.0762312         0.0114148    
      6.20000           6.60000         0.0492740         0.0134618    
      6.60000           7.00000         0.0545397         0.0147638    
      7.00000           8.00000         0.0432489         0.0111585    
      8.00000           10.0000         0.0654133         0.0114096    
