# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.176897        0.00821934    
      3.50000           4.00000          0.159600        0.00811700    
      4.00000           4.50000          0.147708        0.00795221    
      4.50000           5.00000          0.155514        0.00897278    
      5.00000           5.40000          0.164352         0.0109283    
      5.40000           5.80000          0.147874         0.0123721    
      5.80000           6.20000          0.135487         0.0120747    
      6.20000           6.60000          0.100084         0.0119091    
      6.60000           7.00000          0.164378         0.0149170    
      7.00000           8.00000          0.166682         0.0123548    
      8.00000           10.0000          0.200800         0.0130256    
