# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.229997         0.0163750    
      3.50000           4.00000          0.254678         0.0165346    
      4.00000           4.50000          0.233179         0.0189876    
      4.50000           5.00000          0.231195         0.0208703    
      5.00000           5.40000          0.256309         0.0234436    
      5.40000           5.80000          0.204561         0.0272748    
      5.80000           6.20000          0.169162         0.0330162    
      6.20000           6.60000          0.121756         0.0344916    
      6.60000           7.00000          0.195546         0.0469995    
      7.00000           8.00000          0.171795         0.0350975    
      8.00000           10.0000          0.137087         0.0508770    
