# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0950705         0.0100105    
      3.50000           4.00000         0.0688697         0.0105286    
      4.00000           4.50000          0.108521         0.0107376    
      4.50000           5.00000         0.0904261         0.0116249    
      5.00000           5.40000         0.0779876         0.0135088    
      5.40000           5.80000         0.0712767         0.0143646    
      5.80000           6.20000         0.0492952         0.0158721    
      6.20000           6.60000         0.0690316         0.0142440    
      6.60000           7.00000         0.0789910         0.0167785    
      7.00000           8.00000         0.0468731         0.0131268    
      8.00000           10.0000         0.0471667         0.0132412    
