# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.139196        0.00688024    
      3.50000           4.00000          0.126158        0.00799117    
      4.00000           4.50000          0.123769        0.00807566    
      4.50000           5.00000          0.103861        0.00837294    
      5.00000           5.40000          0.128852         0.0100170    
      5.40000           5.80000          0.106406         0.0113450    
      5.80000           6.20000          0.105314         0.0122158    
      6.20000           6.60000         0.0810220         0.0114009    
      6.60000           7.00000         0.0989710         0.0147898    
      7.00000           8.00000         0.0973957         0.0112781    
      8.00000           10.0000         0.0992088         0.0107474    
