# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.130492        0.00532688    
      3.50000           4.00000          0.148273        0.00581641    
      4.00000           4.50000          0.137709        0.00654544    
      4.50000           5.00000          0.121758        0.00729055    
      5.00000           5.40000          0.154999        0.00875389    
      5.40000           5.80000          0.144154        0.00992152    
      5.80000           6.20000          0.133773        0.00947114    
      6.20000           6.60000         0.0998626         0.0108364    
      6.60000           7.00000          0.126847         0.0119476    
      7.00000           8.00000          0.138954        0.00908255    
      8.00000           10.0000          0.142466        0.00988080    
