# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.370628         0.0142794    
      3.50000           4.00000          0.354849         0.0155120    
      4.00000           4.50000          0.344895         0.0167149    
      4.50000           5.00000          0.301777         0.0177736    
      5.00000           5.40000          0.258594         0.0208016    
      5.40000           5.80000          0.240371         0.0219330    
      5.80000           6.20000          0.227299         0.0216312    
      6.20000           6.60000          0.217776         0.0226255    
      6.60000           7.00000          0.149381         0.0303320    
      7.00000           8.00000          0.237188         0.0218221    
      8.00000           10.0000          0.235386         0.0249316    
