# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0787476        0.00639502    
      3.50000           4.00000         0.0651607        0.00758469    
      4.00000           4.50000         0.0793105        0.00790489    
      4.50000           5.00000         0.0785577        0.00761063    
      5.00000           5.40000         0.0642393        0.00846616    
      5.40000           5.80000         0.0760319         0.0118911    
      5.80000           6.20000         0.0592663        0.00988618    
      6.20000           6.60000         0.0786749         0.0105590    
      6.60000           7.00000         0.0873036         0.0122784    
      7.00000           8.00000          0.106739         0.0103651    
      8.00000           10.0000         0.0592583         0.0101057    
