# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.176120        0.00675587    
      3.50000           4.00000          0.166211        0.00730671    
      4.00000           4.50000          0.162222        0.00791488    
      4.50000           5.00000          0.183991        0.00889306    
      5.00000           5.40000          0.162717         0.0110439    
      5.40000           5.80000          0.171763         0.0109367    
      5.80000           6.20000          0.139688         0.0118412    
      6.20000           6.60000          0.177058         0.0132128    
      6.60000           7.00000          0.119751         0.0139821    
      7.00000           8.00000          0.169282         0.0110182    
      8.00000           10.0000          0.143967         0.0114514    
