# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.144230        0.00668498    
      3.50000           4.00000          0.139393        0.00753022    
      4.00000           4.50000          0.139187        0.00848893    
      4.50000           5.00000          0.138638        0.00967739    
      5.00000           5.40000          0.143321         0.0111630    
      5.40000           5.80000          0.139887         0.0128042    
      5.80000           6.20000          0.122161         0.0133408    
      6.20000           6.60000          0.113403         0.0139965    
      6.60000           7.00000          0.136341         0.0155389    
      7.00000           8.00000          0.132946         0.0119084    
      8.00000           10.0000          0.125143         0.0127473    
