# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0460390        0.00612100    
      3.50000           4.00000         0.0380417        0.00725403    
      4.00000           4.50000         0.0464349        0.00773368    
      4.50000           5.00000         0.0504770        0.00885431    
      5.00000           5.40000         0.0385598         0.0119984    
      5.40000           5.80000         0.0329599         0.0123639    
      5.80000           6.20000         0.0475721         0.0123783    
      6.20000           6.60000         0.0148101         0.0178289    
      6.60000           7.00000        0.00688223         0.0279695    
      7.00000           8.00000         0.0550097         0.0101794    
      8.00000           10.0000         0.0218378         0.0150045    
