# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0428301        0.00976973    
      3.50000           4.00000        0.00853775         0.0118770    
      4.00000           4.50000         0.0476399        0.00712396    
      4.50000           5.00000         0.0529076        0.00694154    
      5.00000           5.40000         0.0488635        0.00692501    
      5.40000           5.80000         0.0319435        0.00706097    
      5.80000           6.20000         0.0376591        0.00627505    
      6.20000           6.60000         0.0344144        0.00619771    
      6.60000           7.00000         0.0358457        0.00705223    
      7.00000           8.00000         0.0457888        0.00617646    
      8.00000           10.0000         0.0443707        0.00574763    
