# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0375176        0.00843375    
      3.50000           4.00000         0.0483356        0.00891827    
      4.00000           4.50000         0.0390005         0.0100632    
      4.50000           5.00000         0.0170018         0.0129192    
      5.00000           5.40000         0.0400605         0.0117074    
      5.40000           5.80000         0.0334232         0.0136563    
      5.80000           6.20000         0.0226002         0.0160053    
      6.20000           6.60000         0.0245895         0.0162219    
      6.60000           7.00000         0.0326476         0.0189183    
      7.00000           8.00000         0.0383798         0.0129029    
      8.00000           10.0000         0.0275886         0.0129459    
