# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0866688         0.0109207    
      3.50000           4.00000         0.0847707        0.00979450    
      4.00000           4.50000         0.0921311         0.0110175    
      4.50000           5.00000         0.0835937         0.0113623    
      5.00000           5.40000         0.0979644         0.0153215    
      5.40000           5.80000         0.0800774         0.0143002    
      5.80000           6.20000         0.0777087         0.0148703    
      6.20000           6.60000         0.0810348         0.0137610    
      6.60000           7.00000         0.0495422         0.0214539    
      7.00000           8.00000         0.0631960         0.0137826    
      8.00000           10.0000         0.0412346         0.0151343    
