# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.202726        0.00631111    
      3.50000           4.00000          0.194930        0.00684818    
      4.00000           4.50000          0.186630        0.00760733    
      4.50000           5.00000          0.188472        0.00884095    
      5.00000           5.40000          0.150409         0.0107470    
      5.40000           5.80000          0.176655         0.0113641    
      5.80000           6.20000          0.176104         0.0125789    
      6.20000           6.60000          0.156481         0.0127337    
      6.60000           7.00000          0.127005         0.0143247    
      7.00000           8.00000          0.163416         0.0111947    
      8.00000           10.0000          0.183148         0.0127252    
