# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0429919        0.00788674    
      3.50000           4.00000         0.0453972        0.00817962    
      4.00000           4.50000         0.0272914        0.00969276    
      4.50000           5.00000         0.0262054         0.0100029    
      5.00000           5.40000         0.0236984         0.0124997    
      5.40000           5.80000         0.0328546         0.0123169    
      5.80000           6.20000         0.0547152         0.0131165    
      6.20000           6.60000         0.0113458         0.0178509    
      6.60000           7.00000         0.0485581         0.0151935    
      7.00000           8.00000         0.0291278         0.0114788    
      8.00000           10.0000         0.0479341         0.0121519    
