# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.349367         0.0259073    
      3.50000           4.00000          0.247454         0.0255274    
      4.00000           4.50000          0.220796         0.0270964    
      4.50000           5.00000          0.254247         0.0290062    
      5.00000           5.40000          0.228311         0.0286162    
      5.40000           5.80000          0.102758         0.0331968    
      5.80000           6.20000          0.206567         0.0324013    
      6.20000           6.60000          0.167012         0.0297503    
      6.60000           7.00000          0.225785         0.0371790    
      7.00000           8.00000          0.203123         0.0265769    
      8.00000           10.0000          0.164429         0.0285041    
