# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0518542        0.00567969    
      3.50000           4.00000         0.0382418        0.00664844    
      4.00000           4.50000         0.0337309        0.00734597    
      4.50000           5.00000         0.0366176        0.00823439    
      5.00000           5.40000         0.0251165         0.0108880    
      5.40000           5.80000         0.0507405        0.00987306    
      5.80000           6.20000         0.0408024         0.0114449    
      6.20000           6.60000         0.0382917         0.0117083    
      6.60000           7.00000         0.0530137         0.0128406    
      7.00000           8.00000         0.0411226         0.0101625    
      8.00000           10.0000         0.0396529         0.0103954    
