# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.375179        0.00964764    
      3.50000           4.00000          0.315747         0.0100798    
      4.00000           4.50000          0.291743         0.0111047    
      4.50000           5.00000          0.293781         0.0123687    
      5.00000           5.40000          0.270773         0.0134653    
      5.40000           5.80000          0.261768         0.0150181    
      5.80000           6.20000          0.257749         0.0166166    
      6.20000           6.60000          0.230509         0.0161533    
      6.60000           7.00000          0.296938         0.0182761    
      7.00000           8.00000          0.255602         0.0159018    
      8.00000           10.0000          0.250204         0.0171010    
