# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.201411        0.00631264    
      3.50000           4.00000          0.198256        0.00650914    
      4.00000           4.50000          0.176399        0.00690001    
      4.50000           5.00000          0.174604        0.00700311    
      5.00000           5.40000          0.162394        0.00776615    
      5.40000           5.80000          0.161189        0.00860262    
      5.80000           6.20000          0.166063        0.00849524    
      6.20000           6.60000          0.159113        0.00989227    
      6.60000           7.00000          0.165829         0.0124883    
      7.00000           8.00000          0.161436        0.00884287    
      8.00000           10.0000          0.175106        0.00938244    
