# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0439825        0.00874812    
      3.50000           4.00000         0.0481484        0.00906452    
      4.00000           4.50000         0.0429157        0.00954467    
      4.50000           5.00000         0.0129497         0.0135229    
      5.00000           5.40000         0.0436183         0.0126127    
      5.40000           5.80000         0.0279416         0.0131070    
      5.80000           6.20000         0.0323664         0.0143342    
      6.20000           6.60000         0.0182742         0.0158452    
      6.60000           7.00000         0.0187730         0.0212242    
      7.00000           8.00000         0.0549348         0.0113350    
      8.00000           10.0000         0.0284362         0.0143943    
