# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.245726        0.00534175    
      3.50000           4.00000          0.223969        0.00543134    
      4.00000           4.50000          0.207003        0.00693773    
      4.50000           5.00000          0.200023        0.00688348    
      5.00000           5.40000          0.178516        0.00861436    
      5.40000           5.80000          0.183476        0.00974053    
      5.80000           6.20000          0.178955         0.0100391    
      6.20000           6.60000          0.146650        0.00969919    
      6.60000           7.00000          0.177967         0.0123965    
      7.00000           8.00000          0.183474         0.0101692    
      8.00000           10.0000          0.181181         0.0112802    
