# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0697968        0.00621661    
      3.50000           4.00000         0.0558423        0.00706924    
      4.00000           4.50000         0.0489907        0.00776196    
      4.50000           5.00000         0.0565421        0.00823305    
      5.00000           5.40000         0.0438357        0.00980559    
      5.40000           5.80000         0.0561992         0.0115450    
      5.80000           6.20000         0.0583779         0.0111924    
      6.20000           6.60000         0.0469732         0.0129578    
      6.60000           7.00000         0.0365538         0.0145359    
      7.00000           8.00000         0.0376103         0.0115771    
      8.00000           10.0000         0.0403638         0.0111734    
