# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.150652         0.0147484    
      3.50000           4.00000          0.177271         0.0152790    
      4.00000           4.50000          0.135620         0.0179352    
      4.50000           5.00000          0.140737         0.0206867    
      5.00000           5.40000          0.140460         0.0275169    
      5.40000           5.80000          0.180396         0.0280539    
      5.80000           6.20000         0.0682948         0.0327155    
      6.20000           6.60000          0.117987         0.0306776    
      6.60000           7.00000          0.208479         0.0414497    
      7.00000           8.00000          0.156033         0.0269639    
      8.00000           10.0000          0.189012         0.0289321    
