# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.239820        0.00690300    
      3.50000           4.00000          0.234523        0.00737763    
      4.00000           4.50000          0.235337        0.00810867    
      4.50000           5.00000          0.219724        0.00888698    
      5.00000           5.40000          0.209687         0.0103566    
      5.40000           5.80000          0.248057         0.0108416    
      5.80000           6.20000          0.198989         0.0123150    
      6.20000           6.60000          0.169749         0.0123497    
      6.60000           7.00000          0.192490         0.0134460    
      7.00000           8.00000          0.205113         0.0113065    
      8.00000           10.0000          0.215014         0.0113798    
