# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0950012        0.00338653    
      3.50000           4.00000         0.0906030        0.00364946    
      4.00000           4.50000         0.0872454        0.00393601    
      4.50000           5.00000         0.0878033        0.00451536    
      5.00000           5.40000         0.0887551        0.00524120    
      5.40000           5.80000         0.0957767        0.00547523    
      5.80000           6.20000         0.0820087        0.00603325    
      6.20000           6.60000         0.0721717        0.00563567    
      6.60000           7.00000         0.0680893        0.00678457    
      7.00000           8.00000         0.0860028        0.00541606    
      8.00000           10.0000         0.0796387        0.00551345    
