# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0484617        0.00689342    
      3.50000           4.00000         0.0500809        0.00653553    
      4.00000           4.50000         0.0603800        0.00872067    
      4.50000           5.00000         0.0760487        0.00808003    
      5.00000           5.40000         0.0871650         0.0104295    
      5.40000           5.80000         0.0267048         0.0112813    
      5.80000           6.20000         0.0593739         0.0110845    
      6.20000           6.60000         0.0522910         0.0101117    
      6.60000           7.00000         0.0255016         0.0139371    
      7.00000           8.00000         0.0668455        0.00891815    
      8.00000           10.0000         0.0640425        0.00922256    
