# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0255606         0.0126954    
      3.50000           4.00000         0.0615996        0.00908947    
      4.00000           4.50000         0.0735823        0.00750677    
      4.50000           5.00000         0.0594393        0.00671374    
      5.00000           5.40000         0.0487410        0.00724214    
      5.40000           5.80000         0.0504515        0.00722741    
      5.80000           6.20000         0.0507189        0.00729770    
      6.20000           6.60000         0.0468375        0.00613358    
      6.60000           7.00000         0.0600708        0.00752561    
      7.00000           8.00000         0.0646321        0.00594418    
      8.00000           10.0000         0.0557688        0.00568246    
