# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.170583        0.00736645    
      3.50000           4.00000          0.145468        0.00831940    
      4.00000           4.50000          0.170891        0.00978400    
      4.50000           5.00000          0.166729         0.0101845    
      5.00000           5.40000          0.144359         0.0130080    
      5.40000           5.80000          0.160889         0.0152300    
      5.80000           6.20000          0.132598         0.0164392    
      6.20000           6.60000          0.130750         0.0167988    
      6.60000           7.00000          0.142076         0.0180451    
      7.00000           8.00000          0.155305         0.0152934    
      8.00000           10.0000          0.113002         0.0179203    
